feature,importance
administration,0.0013765935210917999
increase,0.0013714687686240707
higher,0.0013710355329072837
world,0.001365583848546459
cuts,0.001347743869639451
austin,0.001344752103901388
school,0.0013263202885135863
white,0.0013112403823590342
border,0.0013108433778429682
dollars,0.0013047920402614983
gov,0.0012946890888701204
office,0.0012819651388641952
use,0.0012810015822559014
working,0.0012702526726953434
support,0.0012652383813030732
did,0.001258648993382759
hillary clinton,0.0012539668889679804
oil,0.0012436816000793564
lowest,0.0012435919846804483
romney,0.0012265325946484043
american,0.0012218807103698119
work,0.0012117267048058669
highest,0.0011924489932778816
trillion,0.001187574956307434
education,0.001185757723182117
nearly,0.0011788070919556426
insurance,0.0011756083868852663
job,0.0011717094326439087
republicans,0.0011660736056192987
mccain,0.001161184246146187
gun,0.0011561699950635234
john,0.0011491623044778251
raise,0.001148016487792193
isis,0.00114128746394133
took,0.0011357795147646209
income,0.001130969360351261
employees,0.0011271284314597395
economy,0.001121291478003157
right,0.0011198519899218878
city,0.0011057066549735987
senator,0.0011019767649843085
cost,0.0010919132743244587
war,0.0010867669706096752
benghazi,0.0010866679133701353
costs,0.0010843481258543636
workers,0.0010839460702829066
ohio,0.001083883393542216
population,0.0010816611586381654
floridas,0.001080832684010626
says president,0.0010772055970944031
history,0.0010665547614337008
make,0.001065351978351238
unemployment,0.0010650470020991888
china,0.001060992030908024
months,0.0010570927902236115
program,0.0010538156211368358
bush,0.0010519579494080605
capital,0.0010502174566317947
fund,0.0010380336465072562
county,0.0010343053171993296
district,0.001011976590067848
building,0.0010115695475919275
governor,0.001009031015276993
military,0.001008037058571909
scott walker,0.0010072489484996181
donald,0.001007181877814065
immigration,0.0009996428931069428
act,0.0009944362126400941
sent,0.0009915337868585546
rick,0.000987784075316738
food,0.0009857918188981788
number,0.0009816695097150403
revenue,0.0009806617097326779
veterans,0.000975260824177177
george,0.0009730710898283897
sen,0.0009665477400115858
president barack,0.0009638230461414237
real,0.0009634574792776722
trump,0.0009597712498650698
bank,0.0009569529782807609
proposed,0.0009496191948800173
numbers,0.0009425854999576034
students,0.0009372521651130826
weve,0.0009356905902422444
immigrants,0.0009311302042818064
ive,0.000930396923979388
families,0.0009267104533058046
police,0.0009244928850536938
says rep,0.0009212795281447611
election,0.0009212001238649295
record,0.0009207916405940712
donald trump,0.000916989915406887
democratic,0.0009168227100014956
created,0.0009160285559813782
legislation,0.0009150626994460494
passed,0.0009130682046797629
got,0.0009117344171442757
combined,0.0009112119416514769
social security,0.0009102911273560814
good,0.000896912411842517
crime,0.0008928101313815844
department,0.0008902825043465483
abortions,0.0008834625969456443
muslim,0.0008827230785364239
care law,0.0008802231097333427
run,0.0008786461690952371
stop,0.0008734277456958905
does,0.0008730068554541358
thats,0.0008725921903979733
raise taxes,0.0008718903205417207
high,0.0008664170650135553
nations,0.0008662625681463647
nation,0.0008642705937445736
candidate,0.0008622028206534355
bridge,0.000860709281041975
capandtrade,0.0008606343124820193
know,0.0008595738592399459
past,0.0008590050435273364
actually,0.0008568982117608362
home,0.0008554731859776638
amendment,0.0008554532345802751
told,0.0008528343323285131
climate,0.0008520663657580097
democrat,0.0008501335889384211
used,0.0008434423405285341
mexico,0.0008411094750069808
tom,0.00084071648534955
fought,0.0008368723735205856
virginia,0.0008362203238120206
control,0.0008357808546760981
energy,0.0008336889594435583
seniors,0.0008321010142829986
iraq,0.0008318636871605787
presidents,0.0008311621352763457
cicilline,0.0008300215398945314
gets,0.0008245865144730075
washington,0.0008240291904758171
companies,0.0008209663220244113
group,0.0008099715241115596
left,0.0008091136426103029
tried,0.0008081359382471304
came,0.0008050753641614359
health insurance,0.000802383527439462
majority,0.0008018848982361267
face,0.0007866483344716243
medicaid,0.0007858527879829546
court,0.0007846938285481933
look,0.0007826350425611856
selling,0.0007818838126926077
reform,0.0007786648531437173
supported,0.0007775769452166322
reserve,0.000777046869770844
spent,0.0007733010265203419
paid,0.0007729258540340287
college,0.0007690772682766059
votes,0.0007671973304136627
medical,0.0007669477563974483
mitt,0.0007640073541470683
released,0.000757828960354672
kill,0.0007564913552266309
lost,0.0007560623333282284
congressional,0.0007552912848042692
dont know,0.0007542063525295223
create,0.000751780364620939
commission,0.000750063794843183
deficit,0.0007485000007195595
voting,0.0007484494115826348
raising,0.0007476949308869289
member,0.000746935228427519
supports,0.0007466180707623395
marijuana,0.0007449040838998737
says gov,0.0007441020579746626
th,0.0007439756907983466
business,0.0007439572321545456
trying,0.0007429703060150988
political,0.0007405392784084609
want,0.0007389062226580806
wrote,0.0007361704897299662
ted,0.0007345380434186213
single,0.0007344913609854001
free,0.0007333574021026329
union,0.0007286475831437328
terms,0.0007286292017851967
killed,0.0007280118837795864
recent,0.0007251121283320389
poverty,0.0007188641804484183
aid,0.0007118836697413099
elected,0.0007071013355733098
special,0.0007055297617773584
rates,0.0007044074849041259
theres,0.0007030746876739097
says texas,0.0007030742963819979
foreign,0.0007025297187819772
welfare,0.0007004073405147494
irs,0.0007001418711380478
things,0.0007001382894720868
fight,0.0006997786644121265
millions,0.0006984960760096675
gas,0.0006971616798787491
small,0.0006957628367629639
years ago,0.0006926774093753502
drug,0.0006903251500723166
bills,0.0006893917875874074
doctors,0.0006884682944607076
reps,0.0006842558505217142
justice,0.0006836525415502253
congressman,0.0006835470318842743
public schools,0.0006825325393258162
taxpayers,0.000681108144120962
earmarks,0.0006809951061786196
coverage,0.0006807191121274033
mitt romney,0.0006787491898084656
far,0.0006787113659011676
fewer,0.0006773748834747105
oregon,0.0006751662995358488
wasnt,0.0006748486714068303
president obama,0.000674626668090189
person,0.0006731904290660711
hour,0.0006726987266640462
making,0.0006717601002104588
billions,0.0006701361673679378
raised,0.0006695314069103346
muslims,0.0006694425898052593
says donald,0.0006689499162576852
coal,0.0006658884273010387
entire,0.0006654677374630362
low,0.0006644775532338145
spend,0.0006642025715233941
attack,0.0006641940144597978
lobbyists,0.0006614699833281114
worst,0.0006607829014990491
iran,0.0006587732666041862
property,0.0006566608317956545
increased,0.0006560399293735253
getting,0.0006549158051463563
party,0.0006536324141980912
dan,0.0006528285973731649
saved,0.0006523655906567149
gov scott,0.0006488485169801893
worth,0.0006430657371322561
wage,0.0006429222699860886
light,0.0006426412083615214
went,0.0006426228728116776
dollar,0.0006413409263005031
john mccain,0.0006406973905686832
class,0.000636453637671921
benefits,0.0006349392271618584
rob,0.0006345746413715872
university,0.000632864268222444
labor,0.0006302876406065233
private,0.0006282252306969593
ban,0.0006278634914983195
says hillary,0.0006248363329400402
north,0.0006237330824453036
seat,0.0006211616664871749
nuclear,0.0006211197871397636
massachusetts,0.0006204668776329047
shows,0.000620017383216712
obama administration,0.0006185913324666373
doesnt,0.0006173434375426724
members,0.0006170237776525853
cars,0.0006158772107349682
paul,0.0006142886583721744
doubled,0.0006137764992242936
deal,0.000610719183095214
ferguson,0.0006098822571157089
signed,0.0006097214596691863
marriage,0.000607512358990909
minimum,0.0006066168250272008
legislature,0.0006035955166213164
policy,0.0006033483353795934
says barack,0.0006027499419120154
family,0.0006008330409991011
including,0.0006003917436875276
outside,0.0005991277993446236
gave,0.000597571209594176
ago,0.0005970210631203446
voter,0.0005956784275877209
largest,0.0005949048999699118
voters,0.0005890214191121712
teachers,0.0005847510511014951
seven,0.0005831734173507519
attorney,0.000580594417902149
coming,0.0005796272058758006
better,0.0005790434049286941
drilling,0.0005787105447359137
levels,0.0005785131777186395
allowed,0.0005781857674134163
tim,0.000577981586192321
rising,0.0005775728141307822
earmark,0.000573642447114243
debate,0.000573531347027766
seven years,0.000572763266193271
charge,0.0005726403946375628
illegally,0.0005719902200224041
agreed,0.0005716478809962648
price,0.0005713672134633131
supreme court,0.0005696808841438686
island,0.000569109493586613
state budget,0.0005686376664541406
largest tax,0.0005660675565609773
sexual,0.0005650042944507711
national debt,0.0005649033117588093
need,0.0005595557656742567
taxpayer,0.0005587820935659398
warming,0.0005558520302381717
currently,0.0005525738706364536
local,0.0005515674785031565
keystone,0.0005503922747345097
believe,0.000545850746000959
term,0.000545467158176487
test,0.0005454399595974143
voter fraud,0.0005453413406841531
vacation,0.0005450435458089241
organizations,0.0005447497049645832
industry,0.0005445576659819464
barack obamas,0.0005418548706704128
end,0.0005414876881559211
perry,0.0005408494561064095
plans,0.0005387279017729945
governments,0.0005371923492313501
let,0.0005357283347324893
received,0.000535566993526669
tax increase,0.0005355104529043721
level,0.0005353437510720909
deciding,0.0005352391290050243
elections,0.000532975424016539
legal,0.0005321967892891352
risk,0.0005309762705406267
forced,0.000530031046734561
businesses,0.0005300177834599068
approved,0.000529665458230339
laws,0.0005278922366430419
syrian refugees,0.0005270911997272112
buy,0.0005243387660328066
really,0.0005238029548678504
ebola,0.0005234683427802569
jersey,0.0005233887656765633
supreme,0.0005213904318917394
white house,0.0005206039930445139
rhode island,0.0005201709842068334
days,0.0005192912552941735
code,0.0005165359363911406
credit,0.0005161000364930624
lanes,0.0005159159763649048
economic,0.0005154987390034824
fact,0.0005153061384704172
funds,0.0005130966251513655
child,0.0005130962163863122
wall,0.0005127338930423347
growth,0.0005123328685367449
way,0.0005119923294868984
lower,0.0005106195614744519
jim,0.0005105807635810876
cities,0.0005077005059307205
theyre,0.0005067465270438853
early,0.0005066242722352524
reduced,0.0005058807108750297
defense,0.0005049638334466745
rhode,0.0005047141574775684
minimum wage,0.0005045290947486229
cents dollar,0.0005040168988089917
general,0.0005033891539644673
banks,0.0005028240868033087
asked,0.0005020634145384011
come,0.0005014187225976701
emergency,0.0005010445332356245
david,0.0005009352028869553
wanted,0.000500128684201387
send,0.0004990773580390317
idea,0.0004990487751176291
current,0.0004984643452962874
construction,0.0004973607600791262
federal government,0.0004969717260938445
employers,0.0004954407551115162
month,0.000495261672037509
corruption,0.0004942435440797477
openly,0.0004941536769501871
illegal immigrants,0.0004941479371000874
according,0.0004933219608263367
airport,0.0004931265990416148
minnesota,0.00049293547155165
percentof,0.000492102261771098
hes,0.0004911462858962944
able,0.000490971786430244
youre,0.0004899588830010029
ad,0.0004898388056999661
mandate,0.0004891506777286948
redistricting,0.0004884586386345029
bankrupt,0.000487835986166814
assault,0.00048763526659609653
academic,0.00048708127755356015
gotten,0.0004867597962287355
affordable,0.00048378816966351454
race,0.00048366651947003817
everybody,0.0004814921223290957
criminal,0.0004812300175758926
rick perry,0.00048049991953843634
gone,0.00047995202190995894
experience,0.0004796689464502585
rights,0.00047934323052246653
sex,0.00047716303415527915
second,0.0004766477575318454
think,0.00047645891015465783
unemployment rate,0.00047470265982052615
constitution,0.00047393477317859083
supposed,0.000472632758865144
return,0.00047145310015019677
little,0.00047100681822887945
ronald,0.00047084032160687046
supporting,0.00047030732133187126
power,0.00046980490534585904
means,0.00046939954292370476
young,0.0004682626091700664
allow,0.0004682493114954761
took office,0.0004666458226668024
given,0.00046506532062729497
twice,0.00046377779587184045
ryan,0.0004635697716307499
essentially,0.0004634587435100148
best,0.00046329563045978796
attacked,0.00046193184266187935
christmas,0.00046104274434145045
parties,0.0004603854745819099
africanamerican,0.00045841687127795767
undocumented,0.0004583406202508455
middle,0.00045784473385948924
secretary,0.000456881036633258
study,0.00045594221001585646
recently,0.0004558474414325039
data,0.0004545199313998464
force,0.00045401683553575474
called,0.0004531652354243107
marco rubio,0.0004524089033669014
rick scott,0.0004516876190991441
policies,0.00045159631190984595
afghanistan,0.0004512514175790385
rules,0.00045096880242439656
saying,0.0004509052042534886
email,0.00045006425176798663
market,0.0004483834861824075
decade,0.0004482669143952286
big,0.0004475435294666093
william,0.000447400198023847
bad,0.0004465485426157592
war iraq,0.0004464271570668603
community,0.0004462065216890725
nearly billion,0.0004455238420499773
recovery,0.00044506462198159563
wouldnt,0.0004446329913143908
human,0.00044079009015403266
new york,0.00044051899798804923
student,0.00044015714799408297
jobs lost,0.0004400312707213528
options,0.0004391191010439399
middle class,0.00043852680067978306
citizens,0.00043849801321873557
cancer,0.00043846490053059476
mayor,0.00043812884492208876
lose,0.0004379348023885104
led,0.0004362503128877089
failed,0.00043508782443993463
charlie,0.00043153326951423905
safety,0.0004310683310672892
sentenced,0.0004297654534707037
helped,0.00042943155751761517
emails,0.00042934884768860006
sense,0.00042885626943964424
official,0.00042874642839632653
transportation,0.0004282868267582808
im,0.00042751870202850325
baby,0.0004267825952645503
lead,0.0004264310116335113
pelosi,0.00042592019982390275
services,0.000425077664020161
checks,0.0004238854061993979
company,0.000423755372067468
reagan,0.0004235095377872328
considered,0.00042349134148163774
gives,0.0004231758667631189
sanders,0.000422667126291519
says rick,0.00042249943280432835
says mitt,0.00042239082202959665
media,0.00042225324386360437
civil,0.0004219840552801819
colleges,0.0004215538185771073
opposed,0.0004211692685727132
virginias,0.00042023423868016695
report,0.0004195043661444716
troops,0.0004193205312205968
crist,0.00041595007916500935
increase history,0.0004154474835242447
income tax,0.0004141236949294635
prevent,0.0004137604084031623
black,0.00041362630764756194
gop,0.0004132059716518012
mark,0.0004128031258585158
balance,0.0004123797558453396
new jersey,0.0004118805788508781
senators,0.0004111805705826258
man,0.0004110294901528072
members congress,0.0004109225021886531
running,0.0004104980836047631
guns,0.0004102751590916286
syria,0.0004099603262625261
help,0.00040884277875199445
shooting,0.00040873020591396497
residents,0.00040837504082891175
bureaucrats,0.00040827506302660655
care act,0.00040802980825074066
says obama,0.00040644440876382276
kids,0.00040624480688019834
statistics,0.0004060394721031122
scheme,0.00040496477834275283
refugees,0.0004041356773129732
epa,0.00040362135299060154
changes,0.0004034242755807986
property taxes,0.00040264320742066485
planned parenthood,0.00040244898889206564
surplus,0.0004022860872942019
death,0.000401417449650557
capita,0.0004007263410391858
animals,0.0003997603603940838
result,0.0003996274773259034
background,0.00039884033301597647
people state,0.000398237234283877
tuition,0.00039755745866434917
budgets,0.0003972299307138276
trumps,0.00039623943572451056
change,0.00039551258702184307
terrorist,0.00039535763011138087
tea,0.00039434347012159233
contributions,0.0003942319624970155
promised,0.00039408836257856
taxed,0.00039404041741858875
executive,0.00039363738698214805
planned,0.00039300162362539685
cases,0.0003924379165408568
losing,0.00039207789853301054
gov rick,0.00039206734267823536
great,0.00039110641304115895
team,0.0003893870557353917
water,0.0003887662245193723
nuclear weapons,0.0003881482698311885
lobbied,0.000387944092638365
street,0.00038731046224091203
biggest,0.00038564647437310375
modern,0.0003846096882548622
chris,0.00038349200761844085
major,0.0003834329442115828
milwaukee,0.0003820404238710617
stand,0.00038186849773867395
save,0.0003800485522991242
career,0.0003799615762378435
jail,0.00037980540057720524
easier,0.0003789332466727085
unions,0.0003778877639906504
problem,0.00037772607249036673
premiums,0.00037699105274424124
polls,0.0003760860261100181
billion year,0.0003757419331643631
rounds,0.00037408234275672516
green,0.00037402045570093275
parks,0.0003736904648867863
jews,0.0003736185332831985
born,0.0003734480268256862
primary,0.00037258134134113036
pension,0.0003719754616380356
babies,0.00037190802803877335
using,0.00037182950345334136
common,0.0003705651323525467
europe,0.0003697320538163312
paying,0.00036956141553509464
russia,0.0003691683738342913
koch,0.00036887238063444667
private sector,0.00036828803742505886
focused,0.00036789508077746466
nancy,0.0003663552248524799
favor,0.0003661088927462889
wisconsins,0.0003660711186390942
liberal,0.00036586330347748686
taken,0.0003655125575263888
steve,0.0003642844461944155
roughly,0.0003636510851971118
doing,0.0003631898361031221
started,0.0003631668948911386
discrimination,0.00036268858492717067
cutting,0.0003626795079171319
medicine,0.00036205290102073087
expected,0.0003614816851960505
frank,0.00036141065837674185
exactly,0.00036098690091625245
parenthood,0.00036036330495945547
process,0.0003599168249062329
flag,0.0003593658016856191
protesters,0.0003592467108916787
zero,0.0003590864404320196
lives,0.00035851936621238286
taking,0.0003585012381604405
care reform,0.00035825745835016165
christian,0.00035762211478851315
million people,0.0003573330117500529
nelson,0.0003571024481715554
president obamas,0.00035681174100337624
coast,0.000356808580708622
says state,0.00035662736993283435
south,0.0003562495968523787
fraud,0.00035601703488661414
marco,0.0003558822325319767
scott walkers,0.00035511190344012
ted cruz,0.0003549694431680839
read,0.00035476432479143174
mary,0.0003539008826876824
weapons,0.000353729852737705
restore,0.00035360779648095923
insurance companies,0.00035331500824117726
pledge,0.0003529122062104739
hours,0.00035290475222471245
council,0.00035277445643956863
life,0.00035156116415467143
sales,0.00035152608851936546
worker,0.00035152000971234076
hikes,0.00034980077314760756
workforce,0.00034975108722109794
prices,0.00034967371989949673
gasoline,0.00034925219467734026
arizona,0.00034923054159703205
reduce,0.00034856951730592034
retirement,0.0003482552865833072
fine,0.00034825519685829773
security benefits,0.0003481278211788601
registered,0.00034775213654771064
pass,0.0003474276753124772
million jobs,0.00034725735458096524
says scott,0.00034683366277628026
beating,0.00034522154809256097
tax cuts,0.0003452150350653662
citizenship,0.00034512724777290856
men,0.0003446856712612669
package,0.0003444485881037543
protection,0.00034429035331609364
capitol,0.00034369723833192577
treatment,0.00034267848927944835
january,0.0003425185173534171
felony,0.00034208082068415733
new hampshire,0.0003419449474697721
york,0.0003415022705922859
increases,0.0003408829348020485
joe,0.0003407791624498413
receive,0.00034020199915491933
word,0.00033938767370455104
sector,0.00033814402993625597
fiscal,0.00033780880290642504
illegals,0.0003371379499744314
super,0.0003361070626620932
atlanta,0.0003347880757298636
news,0.0003335512738778902
stock,0.00033299918479324744
close,0.0003329669642256429
wealthy,0.0003328371940805642
different,0.0003327227154355409
legislative,0.0003318963725468432
patrick,0.00033167724162458883
syrian,0.00033158760241494507
presidential,0.000330213356024658
cents,0.00033020455220781426
changed,0.00032926192798644254
whites,0.0003289846795337179
electric,0.0003286368212244471
va,0.0003276440862858567
homes,0.00032658591608125226
action,0.0003265727439077755
ranks,0.000326071642032963
comes,0.0003253765690226006
development,0.0003252911879457389
held,0.00032527258452418615
worked,0.00032520343171774953
studies,0.00032500811026267323
traffic,0.00032494189345284196
showing,0.0003238911641179714
attorney general,0.00032370134413960404
pentagon,0.0003232754418649453
cruz,0.0003226963582989284
reported,0.0003216045057739206
economic development,0.0003213700282639908
poll,0.00032044289848383366
calls,0.0003198155552885734
chinese,0.000319460857410662
accountability,0.0003191796902795717
gay,0.00031914841297765175
gulf,0.0003187892796948362
africa,0.0003184265233446334
press,0.00031814533893065864
account,0.00031790661429384676
decades,0.0003161454467608006
removed,0.00031606540302124217
california,0.00031590923824151816
iran deal,0.0003156947661608372
committed,0.0003156078571610477
security medicare,0.00031559162784954476
build,0.0003154036438511852
treaty,0.0003150014258414066
affordable care,0.00031486314398582426
wont,0.0003136949300117298
shut,0.00031356977303793394
percentage,0.0003125561274897714
jeff,0.00031252032787124377
blacks,0.00031250843142635804
financial,0.0003119049768927281
repeal,0.0003115359380866862
thousands,0.0003106513771652426
rifle,0.00031000500870415027
raising taxes,0.0003092960467325821
george bush,0.000308644874309156
supporter,0.00030840140950240234
bipartisan,0.00030804103113892217
delayed,0.0003077341787910839
sandy,0.00030739369975088526
car,0.00030724390526529264
investment,0.00030663368958654553
individual,0.0003060271352937927
resources,0.00030580748478900935
sherrod brown,0.00030567088696824274
estate,0.0003056489752083655
balance budget,0.0003051342631170898
rubio,0.0003050421740345696
clintons,0.0003039918008678192
tax increases,0.00030395184828309015
hedge,0.00030380361818222465
health reform,0.00030288025960735184
floridians,0.0003025065911650281
greg,0.0003020385335698922
talking,0.00030069179409633286
corporations,0.000300503020946174
senate candidate,0.0003003939926266765
bring,0.00030035306465910137
large,0.00030023210561506546
forces,0.00029982840591685804
story,0.0002987796406288422
recession,0.00029855600832963343
sunday,0.00029850464628469915
prescription,0.0002984276658830303
limit,0.00029786012983767213
walkers,0.00029760169232618096
live,0.00029749367468580854
brown,0.0002971389638898973
programs,0.00029681376708280016
middleclass,0.0002965119374778374
oregons,0.00029590246159666835
attacks,0.0002958279199686471
week,0.00029564461120979867
fundraising,0.00029550406870653307
guess,0.0002953345980066411
repealing,0.00029504104454707047
pump,0.0002948240565966733
palin,0.00029480911876510137
acorn,0.0002947488175757015
question,0.00029423104563370417
loan,0.00029416918461692737
trust,0.00029407486236968474
past years,0.0002939576598186217
foundation,0.0002937845602943982
tax breaks,0.0002937175855557822
domestic,0.00029352035356315724
estimated,0.00029318135828243605
holding,0.0002931316429720122
roads,0.00029304634922205295
replaced,0.00029302592720352
personal,0.00029253298231440383
involved,0.00029195594500577604
debunked,0.0002917780537526444
says democratic,0.0002912228828688958
russ,0.00029111650048108914
longer,0.00029105091623163744
highspeed rail,0.0002907305010180499
father,0.00029057964446748763
immigrant,0.0002905604223344511
old,0.00029048646235105437
consecutive,0.0002903792199689863
broke,0.0002899254618027026
died,0.00028980173329779245
won,0.0002896926453899036
gas prices,0.0002892417992447113
babies born,0.00028879669699655457
grown,0.00028791877073795535
raises,0.0002877512674825772
place,0.00028709275991382503
small businesses,0.00028708074242167426
governors,0.00028699643614353413
require,0.0002868997538770638
russ feingold,0.0002868765269075815
corporate,0.0002860821585365736
gallon,0.0002858647001093705
likely,0.0002854897465667348
obama said,0.0002844763770661372
west,0.0002841707479712311
uninsured,0.00028387372558322515
body,0.0002832682963262055
contains,0.0002829388062059336
win,0.0002822042403790398
served,0.00028217233657484327
add,0.00028204582859821974
officials,0.0002819117487673152
tax cut,0.00028190346104003895
samesex,0.0002818711563138817
agreement,0.0002818416628164272
illinois,0.0002817874465715339
refused,0.00028133859681191457
book,0.00028090345952030174
arent,0.00028070295774909794
fbi,0.0002804968805640861
nra,0.0002794023569490951
deficits,0.00027884421871138596
prayer,0.0002787143301627602
leadership,0.0002785313595314787
revolution,0.0002784342592018673
israel,0.0002784304891419374
related,0.00027835864030492777
staff,0.0002782958637698238
drive,0.00027826654137220775
june,0.0002778473154189321
project,0.0002774162589862144
subject,0.00027731184541246
socialists,0.0002773003602884167
salary,0.0002772968323224215
speech,0.00027726406729002847
bridges,0.00027722658256719917
records,0.00027713905490555393
balanced,0.0002770635696037064
illegal immigration,0.0002769659692938449
cause,0.00027693783520646003
area,0.00027662321482517543
ken,0.00027611920701614865
vice,0.00027603584665277696
legally,0.0002759391454112671
trade,0.00027487263672844146
independent,0.0002748333717623134
automatic,0.000274752913106422
proposal,0.0002746759669894685
leader,0.000274627887245631
american people,0.0002744632306286815
visited,0.00027438742857419486
romneys,0.00027435735740857455
nation world,0.00027393697926309505
goes,0.00027342569947200077
says new,0.0002733745162727239
laid,0.00027325275366798526
cash,0.00027301930072924
pay taxes,0.0002729459546184518
pensions,0.0002729303174449839
age,0.00027265509163505004
looking,0.00027229839819461804
averaged,0.0002719488431799853
committee,0.00027167308831098184
creation,0.0002711344073713718
richmond,0.000271123172316555
obama voted,0.000271037061974671
jimmy,0.0002709801927361755
disaster,0.0002708725930451412
helping,0.0002708634478842643
hunting,0.0002708381160811064
nevada,0.000270716754278651
wendy davis,0.00027049294227564894
creating,0.00027036415446665495
houston,0.0002698849400024686
ron,0.0002693938597675488
movement,0.00026916432996578203
high school,0.0002688601655555308
fee,0.0002682537332053635
banned,0.0002677382759497551
latest,0.00026740538443920537
felons,0.0002673798749107399
sic,0.0002673313133483375
provides,0.0002672792441781195
language,0.0002671459981516163
provide,0.00026656431459507406
enacted,0.00026607320849540705
hundreds,0.00026598352914286436
greg abbott,0.0002659182899568198
feingold,0.00026503838524155577
lake,0.0002647896016073192
farm,0.00026455353709529646
million americans,0.00026372054870152617
opponent,0.00026319747810669655
production,0.0002631905452240171
football,0.00026311420242467853
science,0.00026300773387015247
prochoice,0.00026249236677767076
san,0.0002622018207757425
job creation,0.00026210956482710887
sold,0.00026209210217534946
table,0.00026175905121562557
board,0.000261704166324668
runs,0.0002609757782313856
districts,0.0002606388031468455
minority,0.00026054399519530194
includes,0.0002596246323628501
says romney,0.0002593145761185867
young people,0.0002588205219723143
wages,0.0002582742596255005
serving,0.0002582309535953407
georgias,0.0002580168192305284
samesex marriage,0.0002576772783887405
admits,0.00025756968926400506
annual,0.0002575247930370122
violence,0.0002574959043730275
josh,0.00025702092449150755
st,0.0002569853861057317
bernie sanders,0.00025689849230773476
tax plan,0.00025680417930844035
great depression,0.0002566371653419793
arrested,0.00025597759826369456
spends,0.0002559255906580381
wisconsin gov,0.00025584061439510295
alex,0.00025567202288947685
sales tax,0.00025511230115443683
makes,0.0002547478260872522
responsible,0.0002543623492247442
says senate,0.00025411487483688403
fully,0.0002537951273818426
bruce,0.00025347113412352404
islamic,0.0002533379971452674
basically,0.00025271769494348157
killing,0.0002524698289553827
die,0.0002523908933044615
hampshire,0.0002519721467135739
senior,0.0002517704866263116
jobs created,0.00025149058835773346
compared,0.00025122603115936655
loans,0.00025072663875389813
recall,0.000250691098493736
probably,0.00024972049790017057
new jobs,0.00024920995421173894
enforcement,0.0002489399669393488
job growth,0.00024872790125497903
later,0.00024804065107960233
privatesector,0.0002471214030005417
rape,0.00024673971459237144
id,0.0002464512477244041
aliens,0.00024637162894988095
covered,0.00024622779042719246
road,0.0002460540535811546
war ii,0.00024589984124242674
groups,0.0002458636693662683
says ted,0.0002455406476251392
care plan,0.00024538322274203527
onethird,0.0002448044430145978
court nominee,0.00024474358476911606
issue,0.0002443920414577194
management,0.0002441606286138018
opposes,0.0002440383328231395
november,0.0002439727186895412
cover,0.00024377519528097962
endorse,0.00024367718361278769
longest,0.00024355689774233048
raised taxes,0.00024344965337658403
prisoners,0.00024316657458977212
university texas,0.00024313076829051667
case,0.00024297037686031554
perrys,0.00024277403155832195
smoking,0.00024259240056433747
ones,0.00024180956411505247
hall,0.000241770065848321
conservative,0.00024144297368980543
total,0.0002413230911655924
inside,0.00024110739429760423
guy,0.00024110297842579978
owner,0.0002411021217865985
measures,0.0002410674620290973
americas,0.00024066208591909635
school district,0.0002402750292355627
breaks,0.00023978015780918384
weeks,0.0002397296901823455
registration,0.00023967360458924058
parents,0.00023954752560266111
issues,0.00023930438323025718
sherrod,0.00023913425909927635
